,project,run_name,metrics/mmlu/0-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu/5-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu-pro/0-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu-pro/5-shot/InContextLearningMultipleChoiceAccuracy,math/MATH,math/MATH_ru,math/gsm8k,math/gsm8k_ru,code/humaneval/base_pass@1,code/humaneval/plus_pass@1,code/mbpp/base_pass@1,code/mbpp/plus_pass@1,code/lcb/pass@1,code/lcb/pass@10
75,reasoning_annealing_7B_5_3_1,aqua_rat_RandomChoinceCorrectAns_mds_4k_logiqa_lsat_logical_problems_v0_4k_mds_1_2_1_mix_annealing_3T_40B,0.6425010561943054,0.6587380766868591,,0.3612034618854522,,,,,,,,,,
76,reasoning_annealing_7B_5_3_1,aqua_rat_RandomChoinceCorrectAns_mds_4k_logiqa_step_by_step_lsat_4k_mds_1_2_mix_annealing_3T_40B,0.6348098516464233,0.6590229272842407,0.33610373735427856,0.35679852962493896,,,,,,,,,,
77,reasoning_annealing_7B_5_3_1,nemotron_math_mds_4k_annealing_3T_100B,0.6400085687637329,0.6615866422653198,0.3391788601875305,0.3676861822605133,,,,,,,,,,
78,reasoning_annealing_7B_5_3_1,nemotron_math_mds_4k_annealing_3T_40B,0.6422162055969238,0.6577410697937012,0.32496675848960876,0.36070477962493896,,,,,,,,,,
79,reasoning_annealing_7B_5_3_1,"nemotron_sft_general-sft_Deepseek_R1,DeepSeek-V3,Qwen_2.5_72B,DeepSeek-V3-0324_tokenized_4096_mds_annealing_3T_40B",0.6382994055747986,0.6599487066268921,0.388464093208313,0.4133976101875305,,,,,,,,,,
80,math_annealing_7B_5_3_1,5.3.1_base_annealing_3T_40B,0.6273322701454163,0.6484119296073914,0.31233376264572144,0.3346908390522003,0.2556,0.21,0.6360879454131918,0.5534495830174374,0.35365853658536583,0.2926829268292683,0.626984126984127,0.5105820105820106,,
81,math_annealing_7B_5_3_1,Nemotron-MIND_mds_4k_annealing_3T_40B,0.6249110102653503,0.6492664813995361,0.31840091943740845,,0.2818,0.2374,0.6732373009855952,0.5739196360879454,0.35365853658536583,0.31097560975609756,0.626984126984127,0.5158730158730159,,
82,math_annealing_7B_5_3_1,finemath-4plus_mds_4k_annealing_3T_40B,0.6248397827148438,0.6531121134757996,0.31557512283325195,0.35189494490623474,0.301,,0.6732373009855952,0.5913570887035633,0.38414634146341464,0.32926829268292684,0.6296296296296297,0.5317460317460317,,
83,math_annealing_7B_5_3_1,infiwebmath-3plus_mds_4k_annealing_3T_40B,0.6296111941337585,0.6499074101448059,0.32330453395843506,0.3454122245311737,0.2828,0.2506,0.6512509476876421,0.579226686884003,0.32926829268292684,0.2804878048780488,0.6296296296296297,0.5185185185185185,,
84,math_annealing_7B_5_3_1,infiwebmath-4plus_mds_4k_annealing_3T_40B,0.6211366057395935,0.6439253687858582,0.32604721188545227,0.34682512283325195,0.2872,0.2406,0.6603487490523123,0.5519332827899924,0.3719512195121951,0.31097560975609756,0.5846560846560847,0.4894179894179894,,
85,math_annealing_7B_5_3_1,math500_oss_to_prod_dqa_parced_mds_4k_annealing_3T_40B,0.6276171207427979,0.6513317227363586,0.33236369490623474,0.34915226697921753,0.339,0.2888,0.6838514025777104,0.6186504927975739,0.3597560975609756,0.32926829268292684,0.6164021164021164,0.5052910052910053,,
86,math_annealing_7B_5_3_1,math500_oss_to_prod_low__mds_4k_annealing_3T_40B,0.6150833368301392,0.6348810791969299,,0.31274932622909546,0.4014,0.3036,0.7528430629264594,0.6588324488248674,0.3780487804878049,0.34146341463414637,0.6349206349206349,0.5264550264550265,,
